title,year,country_1,country_2,country_3,language,duration,genre_1,genre_2,genre_3,production_company,director,description,actor_1,listing_1,actor_2,listing_2,actor_3,listing_3,budget_USD,usa_gross_income,worlwide_gross_income,avg_user_rating,votes,reviews_from_users,metascore,reviews_from_critics,male_avg_rating,male_votes,female_avg_rating,female_votes,avg_rating_<18yrs,votes_<18yrs,avg_rating_18-30yrs,votes_18-30yrs,avg_rating_30-45yrs,votes_30-45yrs,avg_rating_>45yrs,votes_>45yrs,positive_votes,neutral_votes,negative_votes,percentage_of_positive_reviews,overall_eval
We Are Your Friends,2015,UK, France, USA,English,96,Drama, Music, Romance,StudioCanal,Max Joseph,"Caught between a forbidden romance and the expectations of his friends, aspiring DJ Cole Carter attempts to find the path in life that leads to fame and fortune.",Zac Efron,B,Wes Bentley,D,Emily Ratajkowski,D,2000000.0,3591417.0,11122090.0,6.2,33329,86.0,46.0,167.0,6.2,18224.0,6.1,6799.0,6.9,43.0,6.3,12039.0,6.0,9468.0,5.9,1751.0,16293,14745,2291,0.49,0
Remember,2015,Canada, Mexico, Germany,"English, German",94,Drama, Mystery, Thriller,Serendipity Point Films,Atom Egoyan,"With the aid of a fellow Auschwitz survivor and a hand-written letter, an elderly man with dementia goes in search of the person he believes to be responsible for the death of his family in the death camp to kill him himself.",Christopher Plummer,D,Kim Roberts,D,Amanda Smith,D,9360000.0,1184564.0,4235959.0,7.5,20182,118.0,52.0,146.0,7.4,13218.0,7.6,2702.0,7.1,7.0,7.5,2942.0,7.4,7822.0,7.5,4354.0,16960,2878,344,0.84,1
Bridge of Spies,2015,Germany, India, USA,"English, German, Russian",142,Drama, History, Thriller,DreamWorks,Steven Spielberg,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",Mark Rylance,C,Domenick Lombardozzi,D,Victor Verhaeghe,D,40000000.0,72313754.0,165478348.0,7.6,268776,444.0,81.0,498.0,7.6,178731.0,7.6,27922.0,7.6,187.0,7.7,69760.0,7.5,97045.0,7.6,26950.0,234010,32267,2499,0.87,1
The Martian,2015,UK, USA, Hungary,"English, Mandarin",144,Adventure, Drama, Sci-Fi,Twentieth Century Fox,Ridley Scott,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",Matt Damon,A,Jessica Chastain,C,Kristen Wiig,A,108000000.0,228433663.0,630161890.0,8.0,701756,1231.0,80.0,616.0,8.0,424232.0,8.0,86004.0,8.1,939.0,8.1,190061.0,7.9,226041.0,7.9,53256.0,637100,57117,7539,0.91,1
Point Break,2015,China, Germany, USA,"English, French, Spanish",114,Action, Crime, Sport,Alcon Entertainment,Ericson Core,"A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists.",Edgar Ramírez,D,Luke Bracey,D,Ray Winstone,C,105000000.0,28782481.0,133718711.0,5.3,54930,251.0,34.0,189.0,5.3,35550.0,5.7,6369.0,5.9,44.0,5.6,11876.0,5.2,20999.0,5.1,6076.0,16852,28847,9231,0.31,0
The 33,2015,Chile, Colombia, Spain,"English, Spanish",127,Biography, Drama, History,Alcon Entertainment,Patricia Riggen,"Based on the real-life event, when a gold and copper mine collapses, it traps 33 miners underground for 69 days.",Antonio Banderas,A,Rodrigo Santoro,D,Juliette Binoche,D,26000000.0,12227722.0,24902723.0,6.9,33055,88.0,55.0,129.0,6.8,21295.0,7.1,4835.0,6.8,21.0,7.1,6941.0,6.7,13535.0,6.9,4011.0,22917,9373,765,0.69,1
The Lobster,2015,Ireland, UK, Greece,"English, French, Greek",119,Comedy, Drama, Romance,Film4,Yorgos Lanthimos,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.",Jacqueline Abrahams,D,Roger Ashton-Griffiths,D,Jessica Barden,D,4400000.0,9077245.0,15456717.0,7.1,191492,586.0,82.0,416.0,7.1,112057.0,7.1,33970.0,8.0,181.0,7.4,56678.0,7.0,66851.0,6.5,14456.0,137942,42139,11411,0.72,1
Z for Zachariah,2015,Iceland, Switzerland, USA,English,98,Drama, Sci-Fi, Thriller,Silver Reel,Craig Zobel,"In the wake of a disaster that wipes out most of civilization, two men and a young woman find themselves in an emotionally charged love triangle as the last known survivors.",Chiwetel Ejiofor,A,Margot Robbie,B,Chris Pine,A,7500000.0,121461.0,381839.0,6.0,26134,112.0,68.0,133.0,6.0,17493.0,5.9,3902.0,6.1,12.0,6.1,5586.0,5.9,11147.0,5.9,3803.0,9773,14221,2140,0.37,0
The SpongeBob Movie: Sponge Out of Water,2015,USA, South Korea, Australia,English,92,Animation, Adventure, Comedy,Paramount Animation,"Paul Tibbitt, Mike Mitchell","When a diabolical pirate above the sea steals the secret Krabby Patty formula, SpongeBob and his nemesis Plankton must team up in order to get it back.",Antonio Banderas,A,Eric Bauza,D,Tim Conway,D,74000000.0,162994032.0,325186032.0,6.0,45035,161.0,62.0,151.0,6.0,27985.0,5.8,5430.0,6.3,173.0,6.1,15788.0,5.9,12135.0,5.8,2833.0,19230,21167,4638,0.43,0
The Gift,2015,USA, Australia, China,English,108,Drama, Mystery, Thriller,Blumhouse Productions,Joel Edgerton,A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.,Jason Bateman,A,Rebecca Hall,D,Joel Edgerton,C,5000000.0,43787265.0,58980521.0,7.0,126742,373.0,77.0,327.0,7.1,80146.0,6.9,19010.0,7.5,65.0,7.2,33954.0,6.9,47857.0,7.0,11919.0,92031,31875,2836,0.73,1
Ci ke Nie Yin Niang,2015,Taiwan, China, Hong Kong,Mandarin,105,Action, Drama, History,Central Motion Pictures,Hsiao-Hsien Hou,A female assassin receives a dangerous mission to kill a political leader in eighth-century China.,Qi Shu,D,Chen Chang,D,Yun Zhou,D,15000000.0,632542.0,11991669.0,6.3,14445,121.0,80.0,232.0,6.3,10214.0,6.3,1633.0,5.0,10.0,6.7,3356.0,6.2,6073.0,5.9,2105.0,7257,5606,1582,0.5,0
Nine Lives,2016,France, China, Canada,English,87,Comedy, Drama, Family,EuropaCorp,Barry Sonnenfeld,A stuffy businessman finds himself trapped inside the body of his family's cat.,Kevin Spacey,C,Jennifer Garner,C,Robbie Amell,D,30000000.0,19700032.0,57814445.0,5.3,19133,124.0,11.0,121.0,5.1,9633.0,5.9,4708.0,4.0,52.0,5.1,4350.0,5.3,6411.0,5.6,2189.0,6356,9256,3521,0.33,0
Colossal,2016,Canada, USA, Spain,"English, Korean",109,Comedy, Drama, Fantasy,Toy Fight Productions,Nacho Vigalondo,"Gloria is an out-of-work party girl forced to leave her life in New York City and move back home. When reports surface that a giant creature is destroying Seoul, she gradually comes to the realization that she is somehow connected to this phenomenon.",Anne Hathaway,A,Jason Sudeikis,B,Austin Stowell,D,15000000.0,3029287.0,4531320.0,6.2,53425,290.0,70.0,306.0,6.2,34748.0,6.1,7225.0,6.8,46.0,6.3,11369.0,6.1,21898.0,6.1,6358.0,24640,24071,4714,0.46,0
Snowden,2016,France, Germany, USA,"English, American Sign Language, Russian",134,Biography, Drama, Thriller,KrautPack Entertainment,Oliver Stone,"The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees,",Melissa Leo,D,Zachary Quinto,B,Joseph Gordon-Levitt,B,40000000.0,21587519.0,37279439.0,7.3,123538,221.0,58.0,327.0,7.3,79167.0,7.4,15184.0,7.2,96.0,7.3,32668.0,7.2,44695.0,7.3,10574.0,99273,22391,1874,0.8,1
Personal Shopper,2016,France, Germany, Czech Republic,"English, French, Swedish, German",105,Drama, Horror, Mystery,CG Cinéma,Olivier Assayas,A personal shopper in Paris refuses to leave the city until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.,Kristen Stewart,A,Lars Eidinger,D,Sigrid Bouaziz,D,6000000.0,1305195.0,2840408.0,6.1,32314,206.0,77.0,324.0,6.2,18830.0,5.9,6427.0,5.8,17.0,6.4,7458.0,6.0,12282.0,6.0,4313.0,14555,14204,3555,0.45,0
Elle,2016,France, Germany, Belgium,French,130,Crime, Drama, Thriller,SBS Productions,Paul Verhoeven,A successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her.,Isabelle Huppert,D,Laurent Lafitte,D,Anne Consigny,D,9900000.0,2341534.0,12748594.0,7.1,56285,179.0,89.0,355.0,7.1,34969.0,7.1,10003.0,7.7,17.0,7.3,13175.0,7.1,22270.0,7.0,7662.0,40598,13290,2397,0.72,1
The Conjuring 2,2016,Canada, USA, UK,English,134,Horror, Mystery, Thriller,New Line Cinema,James Wan,Ed and Lorraine Warren travel to North London to help a single mother raising 4 children alone in a house plagued by a supernatural spirit.,Patrick Wilson,B,Vera Farmiga,C,Madison Wolfe,D,40000000.0,102470008.0,320392818.0,7.3,204766,514.0,65.0,400.0,7.3,117279.0,7.3,27464.0,7.7,461.0,7.4,61354.0,7.2,59219.0,7.1,10786.0,161984,38175,4607,0.79,1
Love & Friendship,2016,Ireland, France, Netherlands,"English, French",90,Comedy, Drama, Romance,Westerly Films,Whit Stillman,"Lady Susan Vernon takes up temporary residence at her in-laws' estate and, while there, is determined to be a matchmaker for her daughter Frederica -- and herself too, naturally.",Kate Beckinsale,B,Morfydd Clark,D,Tom Bennett,D,3000000.0,14016568.0,21401949.0,6.4,21620,109.0,87.0,225.0,6.5,10176.0,6.3,6429.0,7.3,8.0,6.6,4435.0,6.3,7722.0,6.4,3779.0,10644,8719,2257,0.49,0
Race,2016,Canada, Germany, France,"English, German",134,Biography, Drama, Sport,Forecast Pictures,Stephen Hopkins,"Jesse Owens' quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy.",Stephan James,D,Jason Sudeikis,B,Eli Goree,D,30000000.0,19206207.0,25070261.0,7.1,31854,98.0,56.0,155.0,7.1,19033.0,7.4,3956.0,7.4,26.0,7.2,6440.0,7.0,11118.0,7.1,3909.0,23198,6740,1916,0.73,1
Criminal,2016,USA, UK, Bulgaria,"English, French",113,Action, Crime, Drama,BenderSpink,Ariel Vromen,"In a last-ditch effort to stop a diabolical plot, a dead CIA operative's memories, secrets, and skills are implanted into a death-row inmate in hopes that he will complete the operative's mission.",Kevin Costner,A,Gary Oldman,C,Tommy Lee Jones,A,31500000.0,14708696.0,38803993.0,6.3,53756,202.0,36.0,170.0,6.3,36772.0,6.4,5274.0,6.1,24.0,6.4,8516.0,6.2,22457.0,6.4,8456.0,27099,24122,2535,0.5,0
A Monster Calls,2016,UK, Spain, USA,English,108,Animation, Drama, Fantasy,Participant,J.A. Bayona,A boy seeks the help of a tree monster to cope with his single mother's terminal illness.,Lewis MacDougall,D,Sigourney Weaver,B,Felicity Jones,B,43000000.0,3740823.0,47309313.0,7.5,73286,221.0,76.0,346.0,7.4,45013.0,7.6,10509.0,7.9,119.0,7.6,18334.0,7.4,26142.0,7.4,7280.0,59804,12034,1448,0.82,1
13 Hours,2016,Malta, Morocco, USA,"English, Arabic",144,Action, Drama, History,Paramount Pictures,Michael Bay,"During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.",John Krasinski,D,James Badge Dale,D,Pablo Schreiber,D,50000000.0,52853219.0,69411370.0,7.3,107008,317.0,48.0,247.0,7.2,72491.0,7.6,7838.0,7.3,65.0,7.3,21981.0,7.2,39314.0,7.4,12636.0,85049,18352,3607,0.79,1
The Boy,2016,USA, Canada, China,English,97,Horror, Mystery, Thriller,Lakeshore Entertainment,William Brent Bell,"An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.",Lauren Cohan,D,Rupert Evans,D,James Russell,D,10000000.0,35819556.0,74136180.0,6.0,71290,305.0,42.0,203.0,5.9,38009.0,6.2,14993.0,5.4,127.0,6.0,19282.0,5.9,24092.0,6.0,5752.0,28715,37187,5388,0.4,0
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,USA, Hong Kong, China,English,112,Action, Adventure, Comedy,Paramount Pictures,Dave Green,"The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang.",Megan Fox,B,Will Arnett,B,Laura Linney,D,135000000.0,82051601.0,245623848.0,6.0,79045,217.0,40.0,236.0,5.9,53586.0,6.2,5726.0,5.7,128.0,6.0,18996.0,5.9,31619.0,5.9,3715.0,32086,40397,6562,0.41,0
A United Kingdom,2016,Czech Republic, UK, USA,"Tswana, English",111,Biography, Drama, Romance,Pathe UK,Amma Asante,"The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.",David Oyelowo,D,Rosamund Pike,C,Tom Felton,D,14000000.0,3902185.0,13819139.0,6.8,12685,78.0,65.0,163.0,6.7,6307.0,7.1,3388.0,6.7,9.0,6.8,2384.0,6.7,4028.0,7.0,2665.0,8643,3506,536,0.68,1
A Hologram for the King,2016,UK, France, Germany,"English, Arabic",98,Comedy, Drama, Romance,X-Filme Creative Pool,Tom Tykwer,A failed American sales rep looks to recoup his losses by traveling to Saudi Arabia and selling his company's product to a wealthy monarch.,Tom Hanks,A,Omar Elba,D,Sarita Choudhury,D,30000000.0,4212494.0,9169507.0,6.1,37284,155.0,58.0,166.0,6.1,24572.0,6.0,4746.0,6.1,23.0,6.0,6840.0,6.1,15065.0,6.2,5643.0,14472,19548,3264,0.39,0
The Great Wall,2016,USA, China, Hong Kong,"English, Mandarin, Spanish",103,Action, Adventure, Fantasy,Legendary East,Yimou Zhang,"In ancient China, a group of European mercenaries encounters a secret army that maintains and defends the Great Wall of China against a horde of monstrous creatures.",Matt Damon,A,Tian Jing,D,Willem Dafoe,A,150000000.0,45540830.0,334933831.0,5.9,115603,458.0,42.0,311.0,5.9,76613.0,6.1,10902.0,5.9,142.0,6.0,24046.0,5.9,43709.0,6.1,12652.0,47412,57671,10520,0.41,0
Assassin's Creed,2016,USA, France, UK,"English, Spanish, Arabic",115,Action, Adventure, Sci-Fi,Regency Enterprises,Justin Kurzel,"Callum Lynch explores the memories of his ancestor Aguilar de Nerha and gains the skills of a Master Assassin, before taking on the secret Templar society.",Michael Fassbender,A,Marion Cotillard,C,Jeremy Irons,C,125000000.0,54647948.0,240697856.0,5.7,171325,611.0,36.0,327.0,5.7,108927.0,6.0,18907.0,5.5,274.0,5.8,46018.0,5.7,58434.0,5.6,12013.0,65952,87119,18254,0.38,0
Collide,2016,UK, Germany, China,"English, German",99,Action, Crime, Thriller,42,Eran Creevy,"An American backpacker gets involved with a ring of drug smugglers as their driver, though he winds up on the run from his employers across Cologne high-speed Autobahn.",Nicholas Hoult,D,Felicity Jones,B,Anthony Hopkins,A,21500000.0,2280004.0,4811525.0,5.7,13819,75.0,33.0,69.0,5.7,9540.0,5.6,1328.0,5.6,10.0,5.7,2215.0,5.6,5582.0,5.8,2344.0,4497,7922,1400,0.33,0
The Legend of Tarzan,2016,UK, Canada, USA,"English, Lingala, French",110,Action, Adventure, Drama,Village Roadshow Pictures,David Yates,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",Alexander Skarsgård,D,Rory J. Saper,D,Christian Stevens,D,180000000.0,126643061.0,356700357.0,6.2,153868,457.0,44.0,325.0,6.1,87927.0,6.6,25420.0,6.4,165.0,6.2,38904.0,6.1,51087.0,6.4,13952.0,75908,68474,9486,0.49,0
Warcraft,2016,China, Canada, Japan,English,123,Action, Adventure, Fantasy,Legendary Entertainment,Duncan Jones,"As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.",Travis Fimmel,D,Paula Patton,B,Ben Foster,C,160000000.0,47365290.0,439048914.0,6.8,230205,956.0,32.0,362.0,6.8,151100.0,7.0,19824.0,6.4,208.0,6.9,58500.0,6.7,80541.0,6.6,13718.0,158641,60802,10762,0.69,1
"Hail, Caesar!",2016,UK, Japan, USA,English,106,Comedy, Drama, Music,Universal Pictures,"Ethan Coen, Joel Coen",A Hollywood fixer in the 1950s works to keep the studio's stars in line.,Josh Brolin,A,George Clooney,A,Alden Ehrenreich,D,22000000.0,30498085.0,63647656.0,6.3,114278,430.0,72.0,481.0,6.3,75055.0,6.2,14495.0,6.9,97.0,6.5,29112.0,6.2,42184.0,6.2,13643.0,53918,51303,9057,0.47,0
Bastille Day,2016,UK, France, USA,"English, French",92,Action, Crime, Drama,StudioCanal,James Watkins,A young pickpocket and an unruly CIA agent team up on an anti-terrorist mission in France.,Idris Elba,A,Richard Madden,D,Charlotte Le Bon,D,20000000.0,50269.0,14857808.0,6.3,32413,102.0,48.0,127.0,6.3,21866.0,6.5,3382.0,6.3,15.0,6.4,5721.0,6.2,12753.0,6.4,5252.0,15994,15226,1193,0.49,0
Miss Peregrine's Home for Peculiar Children,2016,USA, UK, Belgium,English,127,Adventure, Drama, Fantasy,Twentieth Century Fox,Tim Burton,"When Jacob discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers.",Eva Green,C,Asa Butterfield,D,Samuel L. Jackson,A,110000000.0,87242834.0,296482446.0,6.7,145098,408.0,57.0,319.0,6.6,74945.0,6.9,32564.0,6.9,303.0,6.7,37668.0,6.6,48677.0,6.7,13026.0,89757,50728,4613,0.62,1
Jackie,2016,USA, France, Chile,"English, Spanish",100,Biography, Drama, History,Fox Searchlight Pictures,Pablo Larraín,Following the assassination of President,Natalie Portman,A,Peter Sarsgaard,D,Greta Gerwig,D,9000000.0,13960394.0,24270399.0,6.7,67701,305.0,81.0,416.0,6.7,37436.0,6.6,14366.0,7.7,64.0,7.0,17578.0,6.5,22939.0,6.4,8303.0,39366,24875,3460,0.58,0
Norm of the North,2016,USA, India, Ireland,English,90,Animation, Adventure, Comedy,Assemblage Entertainment,Trevor Wall,"When a real estate development invades his Arctic home, Norm and his three lemming friends head to New York City, where Norm becomes the mascot of the corporation in an attempt to bring it down from the inside and protect his homeland.",Rob Schneider,D,Heather Graham,C,Ken Jeong,C,7000000.0,17062499.0,30734502.0,3.4,8151,97.0,21.0,55.0,3.3,4298.0,4.6,1324.0,2.5,28.0,3.0,1834.0,3.8,2349.0,4.1,726.0,2690,1903,3558,0.33,0
Bridget Jones's Baby,2016,USA, France, China,"English, Italian",123,Comedy, Drama, Romance,Universal Pictures,Sharon Maguire,"Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father.",Renée Zellweger,B,Gemma Jones,D,Jim Broadbent,D,35000000.0,24252420.0,211952420.0,6.5,62342,132.0,59.0,189.0,6.2,22134.0,6.9,24324.0,6.9,67.0,6.8,14968.0,6.4,21953.0,6.3,6398.0,36110,23119,3113,0.58,0
Star Trek Beyond,2016,USA, China, United Arab Emirates,English,122,Action, Adventure, Sci-Fi,Paramount Pictures,Justin Lin,"The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test.",Chris Pine,A,Zachary Quinto,B,Karl Urban,B,185000000.0,158848340.0,343471816.0,7.1,214448,789.0,68.0,474.0,7.0,141479.0,7.4,21807.0,7.3,185.0,7.1,44171.0,6.9,82084.0,7.1,24953.0,156821,51998,5629,0.73,1
The Secret Life of Pets,2016,USA, France, Japan,English,87,Animation, Adventure, Comedy,Universal Pictures,"Chris Renaud, Yarrow Cheney","The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",Louis C.K.,C,Eric Stonestreet,B,Kevin Hart,A,75000000.0,368384330.0,875457937.0,6.5,170212,315.0,61.0,288.0,6.5,87652.0,6.8,36364.0,6.3,392.0,6.6,44493.0,6.5,57237.0,6.6,11962.0,94673,69854,5685,0.56,0
Arrival,2016,USA, Canada, India,"English, Russian, Mandarin",116,Drama, Mystery, Sci-Fi,Lava Bear Films,Denis Villeneuve,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.,Amy Adams,A,Jeremy Renner,A,Forest Whitaker,B,47000000.0,100546139.0,203388186.0,7.9,536659,1734.0,81.0,708.0,7.9,325862.0,7.9,66702.0,8.3,678.0,8.1,139681.0,7.8,178803.0,7.5,42785.0,460365,63083,13211,0.86,1
Ratchet & Clank,2016,Hong Kong, Canada, USA,English,94,Animation, Action, Adventure,Gramercy Pictures (I),"Kevin Munroe, Jericca Cleland","When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe.",Paul Giamatti,D,John Goodman,A,Bella Thorne,D,20000000.0,8821329.0,13385737.0,5.6,9236,57.0,29.0,108.0,5.5,6331.0,5.8,659.0,5.3,21.0,5.6,2817.0,5.5,2962.0,5.5,705.0,3214,4913,1109,0.35,0
Resident Evil: The Final Chapter,2016,USA, Germany, France,English,107,Action, Horror, Sci-Fi,Constantin Film,Paul W.S. Anderson,"Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",Milla Jovovich,B,Iain Glen,D,Ali Larter,D,40000000.0,26830068.0,312242626.0,5.5,77278,380.0,49.0,251.0,5.5,51905.0,6.0,7106.0,5.7,84.0,5.6,17945.0,5.4,30151.0,5.7,6467.0,26579,39458,11241,0.34,0
Billy Lynn's Long Halftime Walk,2016,UK, China, USA,English,113,Action, Drama, Sport,Bona Film Group,Ang Lee,"19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks, the film shows what really happened to his squad - contrasting the realities of war with America's perceptions.",Joe Alwyn,D,Garrett Hedlund,C,Arturo Castro,D,40000000.0,1738477.0,30930984.0,6.2,19667,103.0,53.0,177.0,6.2,12922.0,6.5,2133.0,6.5,14.0,6.4,4092.0,6.1,7321.0,6.2,2840.0,10044,8119,1504,0.51,0
Gods of Egypt,2016,USA, Australia, China,English,127,Action, Adventure, Fantasy,Pyramania,Alex Proyas,"Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.",Brenton Thwaites,D,John Samaha,D,Courtney Eaton,D,140000000.0,31153464.0,150680864.0,5.4,97882,434.0,25.0,211.0,5.4,62239.0,5.8,11922.0,5.2,99.0,5.4,22590.0,5.4,36574.0,5.6,9313.0,32455,49171,16256,0.33,0
"Roman J. Israel, Esq.",2017,Canada, United Arab Emirates, USA,"English, Spanish, Armenian",122,Crime, Drama, Thriller,BRON Studios,Dan Gilroy,"Roman J. Israel, Esq., a driven, idealistic defense attorney, finds himself in a tumultuous series of events that lead to a crisis and the necessity for extreme action.",Denzel Washington,A,Colin Farrell,A,Carmen Ejogo,C,22000000.0,11962778.0,13025860.0,6.4,25385,195.0,58.0,159.0,6.4,16999.0,6.5,2726.0,5.9,14.0,6.4,4392.0,6.4,9936.0,6.6,4251.0,13387,11009,989,0.53,0
xXx: Return of Xander Cage,2017,China, Canada, USA,"English, Spanish, Portuguese, Mandarin, Tagalog, Russian",107,Action, Adventure, Thriller,Huahua Media,D.J. Caruso,"Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.",Vin Diesel,A,Donnie Yen,B,Deepika Padukone,D,85000000.0,44898413.0,346118277.0,5.2,80138,361.0,42.0,276.0,5.2,53198.0,5.6,6769.0,5.1,107.0,5.3,19091.0,5.1,28848.0,5.3,6782.0,21981,42945,15212,0.27,0
The Fate of the Furious,2017,China, USA, Japan,"English, Russian",136,Action, Adventure, Thriller,Universal Pictures,F. Gary Gray,"When a mysterious woman seduces Dom into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",Vin Diesel,A,Jason Statham,A,Dwayne Johnson,A,250000000.0,226008385.0,1236005118.0,6.7,188194,565.0,56.0,419.0,6.6,119278.0,7.1,16332.0,7.1,526.0,6.7,54544.0,6.5,56768.0,6.5,10486.0,117907,58016,12271,0.63,1
"I, Tonya",2017,UK, USA, Qatar,English,120,Biography, Comedy, Drama,AI-Film,Craig Gillespie,Competitive ice skater,Margot Robbie,B,Sebastian Stan,A,Allison Janney,D,11000000.0,30014539.0,53939297.0,7.5,151476,417.0,77.0,418.0,7.5,81492.0,7.5,29834.0,7.9,274.0,7.6,39026.0,7.4,50781.0,7.5,13981.0,129646,20092,1738,0.86,1
L'insulte,2017,France, Cyprus, Belgium,Arabic,113,Crime, Drama, Thriller,Ezekiel Films,Ziad Doueiri,"After an emotional exchange between a Lebanese Christian and a Palestinian refugee escalates, the men end up in a court case that gets national attention.",Adel Karam,D,Kamel El Basha,D,Camille Salameh,D,3000000.0,1001305.0,3601603.0,7.7,12035,55.0,72.0,128.0,7.6,7548.0,7.9,1608.0,8.1,14.0,7.8,2654.0,7.6,4159.0,7.6,1778.0,10483,1246,306,0.87,1
Der Hauptmann,2017,Germany, France, Poland,German,118,Drama, History, War,Filmgalerie 451,Robert Schwentke,"In the last moments of World War II, a young German soldier fighting for survival finds a Nazi captain's uniform. Impersonating an officer, the man quickly takes on the monstrous identity of the perpetrators he is trying to escape from.",Max Hubacher,D,Alexander Fehling,D,Sebastian Rudolph,D,6380000.000000001,109226.0,1196669.0,7.4,8825,55.0,67.0,85.0,7.4,6259.0,7.5,490.0,7.7,3.0,7.5,1454.0,7.3,3258.0,7.2,1620.0,7246,1422,157,0.82,1
Molly's Game,2017,China, Canada, USA,English,140,Biography, Crime, Drama,STX Entertainment,Aaron Sorkin,"The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.",Jessica Chastain,C,Idris Elba,A,Kevin Costner,A,30000000.0,28780744.0,59284015.0,7.4,112615,301.0,71.0,353.0,7.4,68553.0,7.5,17316.0,7.4,78.0,7.5,26500.0,7.4,41958.0,7.4,11758.0,95583,15637,1395,0.85,1
Gong fu yu jia,2017,USA, China, India,"Mandarin, English",107,Action, Adventure, Comedy,Sparkle Roll Media,Stanley Tong,"Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai, and to a mountain temple in India.",Jackie Chan,A,Yixing Zhang,D,Miya Muqi,D,65000000.0,362657.0,254212245.0,5.2,7981,64.0,50.0,67.0,5.1,5290.0,5.3,656.0,5.5,17.0,5.2,1883.0,5.1,2783.0,5.3,718.0,2348,4129,1504,0.29,0
Baywatch,2017,UK, China, USA,"English, Spanish",116,Action, Comedy, Crime,Paramount Pictures,Seth Gordon,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",Dwayne Johnson,A,Zac Efron,B,Priyanka Chopra,D,69000000.0,58060186.0,177856751.0,5.5,145504,429.0,37.0,325.0,5.5,84426.0,5.7,20244.0,6.0,700.0,5.7,39398.0,5.4,46097.0,5.4,9334.0,48405,78674,18425,0.33,0
Thelma,2017,Norway, France, Denmark,"Norwegian, Swedish",116,Drama, Fantasy, Horror,Motlys,Joachim Trier,A confused religious girl tries to deny her feelings for a female friend who's in love with her. This causes her suppressed subconsciously-controlled psychokinetic powers to reemerge with devastating results.,Eili Harboe,D,Kaya Wilkins,D,Henrik Rafaelsen,D,47500000.0,147391.0,1463727.0,7.0,22270,90.0,74.0,190.0,7.0,13257.0,7.1,4210.0,6.9,16.0,7.2,5635.0,7.0,8396.0,6.8,2573.0,15715,5670,885,0.71,1
